 # kk, theta, Re(Ex), Im(Ex), Re(Ey), Im(Ey), Re(Ez), Im(Ez), Re(Bx), Im(Bx), Re(By), Im(By), Re(Bz), Im(Bz)
   0.33861E+00   0.82875E+02  -0.69151E-04  -0.66918E-03   0.12672E-04  -0.62179E-07   0.76267E-06   0.21209E-05  -0.12500E+00  -0.19426E-18  -0.70906E+00  -0.67716E+01   0.10000E+01   0.77705E-18
   0.50575E+00   0.85236E+02  -0.43154E-04  -0.43754E-03   0.86063E-05  -0.89783E-07   0.72323E-06   0.20641E-05  -0.83333E-01  -0.00000E+00  -0.45514E+00  -0.44812E+01   0.10000E+01  -0.15254E-17
   0.67331E+00   0.86424E+02  -0.28046E-04  -0.32409E-03   0.66218E-05  -0.11184E-06   0.68469E-06   0.20373E-05  -0.62500E-01  -0.00000E+00  -0.31116E+00  -0.33718E+01   0.10000E+01   0.00000E+00
   0.84105E+00   0.87138E+02  -0.18150E-04  -0.25717E-03   0.54716E-05  -0.12771E-06   0.64279E-06   0.20187E-05  -0.50000E-01   0.17987E-18  -0.21975E+00  -0.27241E+01   0.10000E+01  -0.28780E-17
   0.10089E+01   0.87614E+02  -0.11298E-04  -0.21397E-03   0.47405E-05  -0.13749E-06   0.59855E-06   0.20039E-05  -0.41667E-01  -0.17296E-18  -0.15863E+00  -0.23080E+01   0.10000E+01   0.55348E-17
   0.11767E+01   0.87955E+02  -0.65465E-05  -0.18495E-03   0.42506E-05  -0.14207E-06   0.55436E-06   0.19914E-05  -0.35714E-01  -0.16529E-18  -0.11769E+00  -0.20264E+01   0.10000E+01   0.52894E-17
   0.13447E+01   0.88210E+02  -0.34107E-05  -0.16543E-03   0.39126E-05  -0.14298E-06   0.51291E-06   0.19809E-05  -0.31250E-01  -0.00000E+00  -0.91426E-01  -0.18309E+01   0.10000E+01  -0.50270E-17
   0.15126E+01   0.88409E+02  -0.15723E-05  -0.15279E-03   0.36756E-05  -0.14192E-06   0.47669E-06   0.19717E-05  -0.27778E-01  -0.14862E-18  -0.76165E-01  -0.16941E+01   0.10000E+01   0.47558E-17
